Q,A
"The audio frequency circuit, speaker, and microphone may provide an audio screen between the user and the terminal 100.","오디오 주파수 회로, 스피커, 및 마이크로폰은 사용자와 단말(100) 사이에 오디오 스크린을 제공할 수 있다."
Some other necessary operations may be performed regardless of the battery condition.,몇몇 다른 필요한 동작들은 배터리 상태에 관계없이 수행될 수 있다.
"Here, the code list may include at least one of an executable file and an executable program.","여기서, 코드 목록은, 실행 파일 및 실행 프로그램 중 적어도 하나를 포함할 수 있다."
"According to one aspect, the method further comprises assembling the housing assembly.","일 양태에 따르면, 상기 방법은 하우징 어셈블리를 조립하는 단계를 더 포함한다."
"That is, the camera 520 may capture an image including a user's face, body, and feet.","즉 상기 카메라(520)는 사용자의 얼굴, 몸통, 발을 포함하는 영상을 촬영할 수 있다."
Tensor search unit 106 may update the tensor index element after each iteration of the inner loop of the nested loop.,텐서 탐색 유닛(106)은 중첩 루프의 내부 루프의 각 반복 후에 텐서 인덱스 엘리먼트를 업데이트할 수 있다.
"In particular, the compiler needs to assign an initial tag to the word and, if necessary, pass the rule to the policy system.","특히, 컴파일러는 초기 태그를 워드에 할당하고, 필요한 경우 규칙을 정책 시스템에 전달하는 것을 필요로 한다."
The content request communication may be transmitted to the web server using the device's first processor.,콘텐츠 요청 통신은 디바이스의 제1 프로세서를 사용하여 웹 서버에 전송될 수 있다.
"In some configurations, the fourth gesture is detected on the touch screen display.","일부 실시예에서, 제4 제스처가 터치 스크린 디스플레이에 감지된다."
"Accordingly, the display area of ​​the display device may include a partially curved area.","그에 따라, 디스플레이 장치의 디스플레이 영역은 일부분이 커브드(curved) 된 영역을 포함할 수 있다."
"In some configurations, determining the haptic effect may include performing a series of calculations.","일부 실시예에서, 햅틱 효과를 결정하는 것은 일련의 계산을 수행하는 것을 포함할 수 있다."
The Bluetooth communication unit 610 may generate and transmit/receive a Bluetooth signal according to a Bluetooth communication standard.,블루투스 통신부(610)는 블루투스 통신 규격에 맞춰서 블루투스 신호를 생성 및 송수신할 수 있다.
There may be some delay time between the detection of the change in the second potential difference ΔV2 and the stop of the tubular member 1.,"제2 전위차(ΔV2)의 변화의 검출과, 관 형상 부재(1)의 정지와의 사이에, 다소의 지연 시간이 있어도 된다."
The user can implement beauty processing for the second image by clicking and selecting an operation option of the beauty processing.,사용자는 뷰티 처리의 조작 선택항을 클릭하여 선택하는 것을 통하여 제2 이미지에 대한 뷰티 처리를 구현할 수 있다.
The server of application 1 shares the link address of the recommended content with the dynamic information presentation page of the user identifier.,애플리케이션 1의 서버는 추천 콘텐츠의 링크 주소를 사용자 식별자의 동적 정보 제시 페이지와 공유한다.
"Next, control unit 110 may edit the memo data according to the edit signal in operation 630.",다음으로 제어부(110)는 630 동작에서 메모 데이터를 상기 편집신호에 따라 편집할 수 있다.
"In this way, it may be identified through the output value of the read unit that the BJT 410 is short-circuited or not short-circuited in probability.","이와 같이, BJT(410)가 확률적으로 단락되거나 단락되지 않는 것을 독출부의 출력값을 통해 식별할 수 있다."
Bottom case 110 may be formed from or include any suitable material.,하단 케이스(110)는 임의의 적절한 재료로부터 형성되거나 또는 이를 포함할 수 있다.
"In one configuration, the memory 340 may store a program or a set of instructions for performing a specific operation.","일 실시 예에서, 메모리(340)는 특정한 연산을 수행하기 위한 프로그램 혹은 명령어들의 집합을 저장할 수 있다."
Recess 201 may have substantially the same size as the display 230.,리세스(201)는 디스플레이(230)와 실질적으로 동일한 크기를 가질 수 있다.
The portable display device may be produced using a material that is bent or folded to increase portability.,포터블 디스플레이 디바이스는 휴대성을 높이기 위해 구부러지는 소재를 사용하거나 접히는 형태로 생산될 수 있다.
Virtual binder driver 212 transmits the depth value to the binder driver 213.,가상 바인더 드라이버(212)는 깊이값을 바인더 드라이버(213)로 전송한다.
"In general, various configurations of the present fifth object may be implemented with a terminal having the third configuration described below.",일반적으로 본 다섯 번째 목적의 다양한 실시예는 하술의 제3 구성의 터미널로 구현할 수도 있다.
"As another example, the activation event may occur only when the object is a human body.","다른 예로서, 상기 활성화 이벤트는, 오브젝트가 인체인 경우에만 발생할 수 있다."
"The standard value according to the specifications of the secondary battery 1 is sufficient, and individual differences are not required.","이차 전지(1)의 사양에 따른 규격값으로 충분하고, 개체차까지는 고려하지 않아도 된다."
The communication unit is a component that communicates with multi-display device 100.,통신부는 멀티 디스플레이 장치(100)와 통신을 수행하는 구성이다.
"It could be a breakfast place, a morning jog place, a cafe, or any other offer related to an event.","아침 식사 장소, 아침 조깅 장소, 카페 또는 기타 행사와 관련된 제안이 될 수 있습니다."
"In block 465, a first vector and a second vector representing the first and second tokens, respectively, are identified.","블록(465)에서, 제1 및 제2 토큰들을 제각기 나타내는 제1 벡터 및 제2 벡터가 식별된다."
"Alternatively, device 100 may support to cut off power supply to an unselected area.",또는 단말기(100)는 선택되지 않은 영역에 전원 공급을 차단하도록 지원할 수도 있다.
