Q,A
The sensing module 100 includes light receiving units 150 and 160 for sensing light transmitted through the transmitting unit 140.,"센싱모듈(100)은 투과부(140)를 통해 투과된 광을 감지하는 수광부(150, 160)를 포함한다."
The second mode may also be referred to as an interactive mode.,제2 모드는 인터랙티브 모드(interactive mode)로도 불릴 수 있다.
The device 200 in the second zone 2 may limit the maximum volume level that can be output to 30 levels.,제2 구역(2)의 기기(200)는 출력할 수 있는 최대 볼륨 레벨을 30 레벨로 제한할 수 있다.
"Amazon continues to introduce logistics robots, increasing from 15,000 in 2014 to 45,000 in 2016.","아마존은 지속적으로 물류 로봇을 도입해, 2014년 15,000대였던 물류 로봇은 2016년 45,000대로 증가했다."
The detailed operation of the neural network computing device 150 may be different for each layer.,신경망 연산 장치(150)의 세부적 동작은 레이어마다 서로 다를 수 있다.
The EUA may also be part of or embedded within other software programs.,EUA는 또한 다른 소프트웨어 프로그램의 일부이거나 그 내에 포함(embed)되어 있을 수 있다.
"The second weight Wnew,n may be stored in the second memory at 8 bits per pixel.","제2 가중치(Wnew,n)는 픽셀 당 8비트로 제2 메모리에 저장될 수 있다."
"In the case where a part of the affairs under the jurisdiction is made on behalf of other organizations by law, authority is not transferred.",법령으로 그 소관 사무의 일부를 다른 기관 등에 대행하게 하는 경우에는 권한이 이전되지 않는다.
"According to an embodiment of the disclosure, a system for data communication based on image processing is disclosed.","개시내용의 실시예에 따르면, 이미지 프로세싱에 기초한 데이터 통신을 위한 시스템이 개시되어 있다."
"The first row of the pair holds the X value of the time step, and the second row of the pair holds the H value of the time step.","한 쌍의 제1 행은 시간 단계의 X값을 보유하고, 한 쌍의 제2 행은 시간 단계의 H값을 보유한다."
"In order to determine the second synchronization, the terminal may perform synchronization compensation based on the first synchronization.","단말은 제2 동기를 결정하기 위해, 제1 동기에 기반하여 동기 보상을 수행할 수 있다."
The storage device 100 may operate in a DMA mode to improve a data transfer speed.,"저장 장치(100)는 데이터 전송 속도를 향상시키기 위하여, DMA 모드로 동작할 수 있다."
The wireless network includes a first device 200-1 and at least one second device 200-2.,무선 네트워크는 제1 디바이스(200-1)와 적어도 하나의 제2 디바이스(200-2)를 포함한다.
"Accordingly, the PCD 100 displays animation and movement at a relatively low speed to prevent a hissing sound.","이에 따라서, PCD(100)는 히싱 사운드를 방지하기 위해 비교적 저속으로 애니메이션 및 움직임을 나타낸다."
The peripheral device 200 located near the electronic device 100 may receive the first message.,전자 장치(100)의 근처에 위치된 주변 장치(200)는 제1 메시지를 수신할 수 있다.
"In flow 11, the TeraDIMM driver reads the requested read data from the host read buffer.",흐름 11에서 TeraDIMM 드라이버는 호스트 판독 버퍼로부터 요청된 판독 데이터를 판독한다.
The single instance launch mode may always be the root activity of the task.,싱글인스턴스 런치모드는 항상 태스크의 루트 액티비티일 수 있다.
"Then, the controller 170 may detect the user input for the context recognition service in the setting mode.","그러면, 제어부(170)는 상기 설정 모드에서 상황 인식 서비스를 위한 상기 사용자 입력을 감지할 수 있다."
The mobile terminal according to an embodiment of the present invention may display an intelligent scroll bar by enlarging a partial section of the normal scroll bar.,본 발명의 일실시예에 따른 이동 단말기는 노멀 스크롤 바의 일부 구간을 확대하여 지능형 스크롤 바를 표시할 수도 있다.
"According to an embodiment, operation 504 may be performed prior to operation 503 or concurrently with operation 503.","일 실시 예에 따르면, 동작 504는 동작 503 보다 먼저 수행되거나 동작 503 과 동시에 수행될 수도 있다."
"Here, the first memory unit may be a RAM, and the second memory unit may be a nonvolatile memory.","여기서, 상기 제1 메모리부는 RAM이며, 상기 제2 메모리부는 비휘발성 메모리일 수 있다."
"In a closed and oppressive society like North Korea, the circulation of external information can be an important medium to promote social and cultural change.",북한처럼 폐쇄적이고 억압적인 사회에서 외부 정보의 유통은 사회와 문화의 변화를 촉진하는 중요한 매개체가 될 수 있다.
"When a document sender uploads a document, the first server 20 generates a second web address corresponding to the uploaded document.","제1 서버(20)는 문서 송신자가 문서를 업로드 시, 업로드된 문서에 대응되는 제2 웹주소를 생성한다."
The first display unit 310a may be implemented as a foldable display device or a flexible display device.,제1 표시부(310a)는 폴더블 표시 장치 또는 플렉서블 표시 장치로 구현될 수 있다.
Each of the plurality of electronic devices 100 to 300 may be connected via the server 400.,복수의 전자 장치(100~300) 각각은 서버(400)를 매개로 연결될 수 있다.
"A second person can also be identified within the captured image, and a second intimacy can be assigned to the second person.","제2의 사람도 캡처된 이미지 내에서 식별될 수 있고, 제2 친밀도가 제2의 사람에게 배정될 수 있다."
The resource grid of FIG. 2 can be applied equally to an uplink slot and a downlink slot.,도 2의 자원 그리드는 상향링크 슬롯과 하향링크 슬롯에서 동일하게 적용될 수 있다.
"Here, the corresponding data short frame may mean a data short frame including the two OFDM symbols.","여기서, 대응되는 데이터 쇼트 프레임은 상기 2개의 OFDM 심볼이 포함된 데이터 쇼트 프레임을 의미할 수 있다."
The algorithms used may include representations of a plurality of context-dependent rules or heuristics in some embodiments.,사용되는 알고리즘들은 일부 실시예들에서 복수의 컨텍스트-의존 규칙들 또는 휴리스틱들의 표현들을 포함할 수 있다.
13 is a diagram illustrating an area of ??a graph that may include a field game episode according to an embodiment of the present invention.,"도 13은 본 발명의 일 실시 예에 있어서, 필드 게임 에피소드를 포함할 수 있는 그래프의 영역을 나타낸 것이다."
"As a result, users can benefit from high security, improved integrity and enhanced privacy.","그 결과 사용자는 높은 보안, 향상된 완전성 및 강화된 개인 정보와 같은 혜택을 얻을 수 있다."
